,__id,__site_id,__title,__subtitle,__seller_id,__category_id,__official_store_id,__price,__base_price,__original_price,__currency_id,__initial_quantity,__available_quantity,__sold_quantity,__buying_mode,__listing_type_id,__start_time,__stop_time,__condition,__permalink,__thumbnail_id,__thumbnail,__secure_thumbnail,__video_id,__accepts_mercadopago,__non_mercado_pago_payment_methods,__shipping__mode,__shipping__tags,__shipping__dimensions,__shipping__local_pick_up,__shipping__free_shipping,__shipping__logistic_type,__shipping__store_pick_up,__international_delivery_mode,__seller_address__city__name,__seller_address__state__id,__seller_address__state__name,__seller_address__country__id,__seller_address__country__name,__seller_address__search_location__neighborhood__id,__seller_address__search_location__neighborhood__name,__seller_address__search_location__city__id,__seller_address__search_location__city__name,__seller_address__search_location__state__id,__seller_address__search_location__state__name,__seller_address__id,__seller_contact,__coverage_areas,__warnings,__listing_source,__variations,__status,__sub_status,__tags,__warranty,__catalog_product_id,__domain_id,__parent_item_id,__differential_pricing,__deal_ids,__automatic_relist,__date_created,__last_updated,__health,__catalog_listing,__sale_terms_0__id,__sale_terms_0__name,__sale_terms_0__value_id,__sale_terms_0__value_name,__sale_terms_0__value_struct,__sale_terms_1__id,__sale_terms_1__name,__sale_terms_1__value_id,__sale_terms_1__value_name,__sale_terms_1__value_struct__number,__sale_terms_1__value_struct__unit,__sale_terms_2__id,__sale_terms_2__name,__sale_terms_2__value_id,__sale_terms_2__value_name,__sale_terms_2__value_struct,__sale_terms_3__id,__sale_terms_3__name,__sale_terms_3__value_id,__sale_terms_3__value_name,__sale_terms_3__value_struct,__sale_terms_4,__descriptions_0__id,__descriptions_1,__shipping__free_methods_0__id,__shipping__free_methods_0__rule__default,__shipping__free_methods_0__rule__free_mode,__shipping__free_methods_0__rule__free_shipping_flag,__shipping__free_methods_0__rule__value,__shipping__free_methods_1,BRAND,MODEL,ACCESSORIES_INCLUDED,ALPHANUMERIC_MODEL,ASPECT_RATIO,COLOR,DEPTH,DISPLAY_SIZE,DISPLAY_TYPE,GTIN,HDMI_PORTS_NUMBER,HEIGHT,INTEGRATED_APPS,IS_3D,IS_CURVED,IS_PORTABLE,IS_SMART,ITEM_CONDITION,LINE,MAX_RESOLUTION,MAX_SPEAKERS_POWER,OPERATIVE_SYSTEM,PACKAGE_HEIGHT,PACKAGE_LENGTH,PACKAGE_WEIGHT,PACKAGE_WIDTH,RESOLUTION_TYPE,SELLER_SKU,SOUND_MODES,SPEAKERS_NUMBER,USB_PORTS_NUMBER,VOLTAGE,WEIGHT,WIDTH,WITH_AUTO_POWER_OFF,WITH_BLUETOOTH,WITH_ETHERNET,WITH_HDMI,WITH_HDR,WITH_HIDDEN_CABLES,WITH_SCREEN_SHARE_FUNCTION,WITH_USB,WITH_WI_FI,pictures,__sale_terms_3,INTEGRATED_VIRTUAL_ASSISTANTS,WITH_INTEGRATED_VOICE_COMMAND,__sale_terms_0__value_struct__number,__sale_terms_0__value_struct__unit,__sale_terms_1__value_struct,DISPLAY_TECHNOLOGY,ORIGIN,WITH_VOICE_COMMAND,BRIGHTNESS,CONTRAST_RATIO,EXCLUSIVE_CHANNEL,HORIZONTAL_VIEWING_ANGLE,IS_KIT,PROCESSOR_CORES_NUMBER,PRODUCT_DATA_SOURCE,PRODUCT_FEATURES,RESPONSE_TIME,SHIPMENT_PACKING,STORAGE_CAPACITY,VERTICAL_VIEWING_ANGLE,WITH_VGA,__sale_terms,__seller_address__city__id,__sale_terms_2__value_struct__number,__sale_terms_2__value_struct__unit,__sale_terms_1,ADDITIONAL_INFO_REQUIRED,__sale_terms_2,WITH_NETFLIX,WITH_WEB_BROWSER,WITH_YOUTUBE,__shipping__methods,__sale_terms_3__value_struct__number,__sale_terms_3__value_struct__unit,ORIGIN_COUNTRY,MANUFACTURING_TIME,__variations_0__id,__variations_0__price,__variations_0__attribute_combinations,__variations_0__available_quantity,__variations_0__sold_quantity,__variations_0__sale_terms,__variations_0__picture_ids,__variations_0__catalog_product_id,__variations_1,__descriptions,VIEWING_ANGLE,IS_FLAMMABLE,DESIGN_AND_FUNCTIONALITY,COUNTRIES_WITH_MAGIC_CONTROL_INCLUDED,PART_NUMBER
210,MLA869928249,MLA,Smart Tv 58  Hyundai 4k Hyled-58uhd Ultra Hd,,15604260,MLA1002,1256,69429.0,69429.0,,ARS,84,50,1,buy_it_now,gold_special,2020-07-24T19:18:13.000Z,2040-07-19T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-869928249-smart-tv-58-hyundai-4k-hyled-58uhd-ultra-hd-_JM,934090-MLA44642920701_012021,http://http2.mlstatic.com/D_934090-MLA44642920701_012021-I.jpg,https://http2.mlstatic.com/D_934090-MLA44642920701_012021-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Yerba Buena,AR-T,Tucumán,AR,Argentina,,,TUxBQ1lFUjgyOWU0,Yerba Buena,TUxBUFRVQ244NmM3,Tucumán,165001588,,[],[],,[],active,[],"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA15911143,MLA-TELEVISIONS,,,[],False,2020-07-24T19:18:13.000Z,2021-03-10T10:35:47.161Z,0.83,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,,,,,,,,,,,,MLA869928249-2814640699,,,,,,,,Hyundai,HYLED-58UHD4,Control remoto,HYLED-58UHD,16:9,Negro,8.6 cm,"58 """,LED,,3,108.1 cm,"Netflix,Youtube",No,No,No,Sí,Nuevo,HYLED,3840 px - 2160 px,,,,,,,4K,078023,,,1,220V,14.5 kg,130.3 cm,,,,Sí,No,,,Sí,Sí,4,,,,,,,,,,,16:9,,,,,,,,,,,,,,,,,,,Sí,Sí,Sí,[],,,,,,,,,,,,,,,,,,,
211,MLA899550916,MLA,Smart Tv Samsung 65  Un65tu7000gczb 4k Uhd,,274214713,MLA1002,1255,154999.0,154999.0,,ARS,74,50,4,buy_it_now,gold_pro,2020-12-01T18:41:54.000Z,2040-11-26T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-899550916-smart-tv-samsung-65-un65tu7000gczb-4k-uhd-_JM,678464-MLA44749589558_012021,http://http2.mlstatic.com/D_678464-MLA44749589558_012021-I.jpg,https://http2.mlstatic.com/D_678464-MLA44749589558_012021-I.jpg,,True,[],not_specified,[],,False,True,not_specified,False,none,Tafí Viejo,AR-T,Tucumán,AR,Argentina,,,TUxBQ1RBRjFlMTNk,Tafí Viejo,TUxBUFRVQ244NmM3,Tucumán,1161580372,,[],[],,[],active,[],"['ahora-12', 'brand_verified', 'extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 12 meses,,MLA-TELEVISIONS,,,[],False,2020-12-01T18:41:54.000Z,2021-03-11T00:07:16.000Z,0.85,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,,,,,,,,,,,,MLA899550916-3081465125,,,,,,,,Samsung,UN65TU7000,,UN65TU7000GCZB,,Negro,,"65 """,LED,8806090500510,,,,No,No,No,Sí,Nuevo,Series 7,,,,,,,,4K,13701126,,,,,30 kg,,,Sí,,Sí,Sí,,,Sí,Sí,2,,,,12.0,meses,,,,,,,,,,,,,,,,,,,TUxBQ1RBRjFlMTNk,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
212,MLA868080990,MLA,Smart Tv Android Tcl 75  L75p8m Uhd 4k 3610,,274214713,MLA1002,1255,194999.0,194999.0,,ARS,14,1,5,buy_it_now,gold_pro,2020-07-14T20:27:08.000Z,2040-07-09T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-868080990-smart-tv-android-tcl-75-l75p8m-uhd-4k-3610-_JM,682496-MLA42665350361_072020,http://http2.mlstatic.com/D_682496-MLA42665350361_072020-I.jpg,https://http2.mlstatic.com/D_682496-MLA42665350361_072020-I.jpg,,True,[],not_specified,[],,False,True,not_specified,False,none,Tafí Viejo,AR-T,Tucumán,AR,Argentina,,,TUxBQ1RBRjFlMTNk,Tafí Viejo,TUxBUFRVQ244NmM3,Tucumán,1161580372,,[],[],,[],active,[],"['ahora-12', 'brand_verified', 'loyalty_discount_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA15990800,MLA-TELEVISIONS,,,[],False,2020-07-14T20:27:09.000Z,2021-03-10T20:56:48.000Z,0.83,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,,INVOICE,Facturación,6891885,Factura A,,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,,,,,,MLA868080990-2790660343,,,,,,,,TCL,L75P8M,"Control remoto,Cable de alimentación",,16:9,Negro,40.2 cm,"75 """,LED,,3,103.6 cm,"Netflix,Youtube",No,No,No,Sí,Nuevo,,3840 px - 2160 px,10 W,Android TV,,,,,4K,13703610,Dolby audio,2,1,100V/240V,34 kg,168 cm,,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,4,,Google Assistant,Sí,12.0,meses,,,,,,,,,,,,,,,,,,,TUxBQ1RBRjFlMTNk,,,,,,Sí,,Sí,[],,,,,,,,,,,,,,,,,,,
213,MLA829525756,MLA,Tv Smart 82  Qled 4k Qn82q60ragczb,,287440338,MLA1002,1425,379999.0,379999.0,,ARS,17,1,5,buy_it_now,gold_special,2019-12-09T14:22:33.000Z,2041-02-19T13:58:44.000Z,new,https://articulo.mercadolibre.com.ar/MLA-829525756-tv-smart-82-qled-4k-qn82q60ragczb-_JM,655850-MLA45012101703_022021,http://http2.mlstatic.com/D_655850-MLA45012101703_022021-I.jpg,https://http2.mlstatic.com/D_655850-MLA45012101703_022021-I.jpg,,True,[],not_specified,[],,False,True,not_specified,False,none,Núñez,AR-C,Capital Federal,AR,Argentina,TUxBQk7a0TcwOTRa,Núñez,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,985517281,,[],[],,[],active,[],"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA15386766,MLA-TELEVISIONS,,,[],False,2019-12-09T14:22:34.000Z,2021-03-10T10:36:27.466Z,0.85,False,INVOICE,Facturación,6891885,Factura A,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,,,,,,MLA829525756-2426930723,,,,,,,,Samsung,QN82Q60R,"Control remoto,Cable de alimentación",QN82Q60RAGCZB,16:9,Negro,6.12 cm,"82 """,QLED,8801643834890,4,105.2 cm,"Youtube,Netflix,Web browser",Sí,,,Sí,Nuevo,Series 6,3840 px - 2160 px,20 W,,,,,,4K,QN82Q60RAGCZB,,2,2,220V,61.5 kg,183.8 cm,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,6,,,Sí,,,,,Argentina,,,,,,,,,,,,,,,,,,,,,,,Sí,,[],,,,,,,,,,,,,,,,,,,
214,MLA876556576,MLA,Smart Tv Noblex Dj43x6500 Led 4k Ultra Hd 43'',,323911615,MLA1002,,60599.0,60599.0,,ARS,4,1,3,buy_it_now,gold_pro,2020-09-03T15:04:19.000Z,2040-08-29T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-876556576-smart-tv-noblex-dj43x6500-led-4k-ultra-hd-43-_JM,740957-MLA43358240919_092020,http://http2.mlstatic.com/D_740957-MLA43358240919_092020-I.jpg,https://http2.mlstatic.com/D_740957-MLA43358240919_092020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,xd_drop_off,False,none,Villa Crespo,AR-C,Capital Federal,AR,Argentina,TUxBQlZJTDQyMjBa,Villa Crespo,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,1008620666,,[],[],,[],active,[],"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",,,MLA-TELEVISIONS,,,[],False,2020-09-03T15:04:19.000Z,2021-03-06T13:25:57.000Z,1,False,,,,,,,,,,,,,,,,,,,,,,,MLA876556576-2896722434,,73328.0,True,country,True,,,Noblex,DJ43X6500,,DJ43X6500,,Negro,,"43 """,LED,7796962601845,,,,No,No,No,Sí,Nuevo,,3840 px - 2160 px,,,,,,,4K,DJ43X6500,,,,220V,,,,Sí,Sí,Sí,No,,,Sí,Sí,11,,,,,,,,,,,4000:1,,,,,,,8 ms,,,,No,[],TUxBQlZJTDQyMjBa,,,,,,Sí,,Sí,,,,,,,,,,,,,,,,,,,,
215,MLA903432072,MLA,Smart Tv Hitachi Le504ksmart20 Led 4k 50 ,,195243725,MLA1002,,51850.0,51850.0,,ARS,2,1,1,buy_it_now,gold_special,2021-01-07T13:42:45.000Z,2041-01-02T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-903432072-smart-tv-hitachi-le504ksmart20-led-4k-50-_JM,836377-MLA41764733909_052020,http://http2.mlstatic.com/D_836377-MLA41764733909_052020-I.jpg,https://http2.mlstatic.com/D_836377-MLA41764733909_052020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,cross_docking,False,none,Villa del Parque,AR-C,Capital Federal,AR,Argentina,TUxBQlZJTDc4MDda,Villa del Parque,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,171353005,,[],[],,[],active,[],"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA15592040,MLA-TELEVISIONS,,,[],False,2021-01-07T13:42:46.000Z,2021-03-11T19:13:45.050Z,0.9,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,INVOICE,Facturación,6891885,Factura A,,,,,,,,MLA903432072-3149529612,,73328.0,True,country,True,,,Hitachi,LE504KSMART20,"Control remoto,Cable de alimentación",,16:9,,23.9 cm,"50 """,LED,7796941100413,3,71.15 cm,"Netflix,Youtube",,,,Sí,Nuevo,,3840 px - 2160 px,16 W,Android TV,,,,,4K,7796941100413,,2,2,100V/240V,10 kg,112.7 cm,,,Sí,Sí,Sí,,,Sí,Sí,9,,Google Assistant,Sí,,,,,,,,,,,,,,,,,,,,,TUxBQlZJTDc4MDda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,MLA876797155,MLA,Tv Smart 50 Hisense Ultra Hd 4k H5018uh6 Ad,,149250843,MLA1002,,71389.0,71389.0,,ARS,20,1,1,buy_it_now,gold_pro,2020-09-04T18:28:34.000Z,2040-08-30T13:45:20.000Z,new,https://articulo.mercadolibre.com.ar/MLA-876797155-tv-smart-50-hisense-ultra-hd-4k-h5018uh6-ad-_JM,779834-MLA45133097274_032021,http://http2.mlstatic.com/D_779834-MLA45133097274_032021-I.jpg,https://http2.mlstatic.com/D_779834-MLA45133097274_032021-I.jpg,,True,[],me2,['mandatory_free_shipping'],,True,True,drop_off,False,none,Río Primero,AR-X,Córdoba,AR,Argentina,,,TUxBQ1LNT2E3Y2E5,Río Primero,TUxBUENPUmFkZGIw,Córdoba,211376957,,[],[],,[],active,[],"['ahora-12', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",,MLA15592719,MLA-TELEVISIONS,,,[],False,2020-09-04T18:28:34.000Z,2021-03-11T19:13:28.897Z,1,False,,,,,,,,,,,,,,,,,,,,,,,MLA876797155-3123191447,,73328.0,True,country,True,,,Hisense,H5018UH6,"Control remoto,Baterías,Cable de alimentación",,16:9,Negro,,"50 """,LED,,3,,"Netflix,Youtube",,,,Sí,Nuevo,,3840 px - 2160 px,,,,,,,4K,5392,,,2,100V/240V,12 kg,,,,Sí,Sí,Sí,,,Sí,Sí,5,,,,,,,,,,,,,,,,,,,,,,,[],TUxBQ1LNT2E3Y2E5,,,,,,Sí,,Sí,,,,,,,,,,,,,,,,,,,,
217,MLA877302226,MLA,Smart Tv Philco 50'' 4k Uhd Netflix Youtube Wifi Hdmi Beiro,,85023067,MLA1002,,67489.99,67489.99,,ARS,8,1,1,buy_it_now,gold_special,2020-09-07T23:38:34.000Z,2040-09-02T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-877302226-smart-tv-philco-50-4k-uhd-netflix-youtube-wifi-hdmi-beiro-_JM,869061-MLA43402749815_092020,http://http2.mlstatic.com/D_869061-MLA43402749815_092020-I.jpg,https://http2.mlstatic.com/D_869061-MLA43402749815_092020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,cross_docking,False,none,Villa Real,AR-C,Capital Federal,AR,Argentina,TUxBQlZJTDM3Mzda,Villa Real,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,100388991,,[],[],,[],active,[],"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA15710279,MLA-TELEVISIONS,,,[],False,2020-09-07T23:38:35.000Z,2021-03-11T19:13:46.119Z,0.9,False,INVOICE,Facturación,6891885,Factura A,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,PURCHASE_MAX_QUANTITY,Cantidad máxima de compra,,1,,WARRANTY_TIME,Tiempo de garantía,,12 meses,,,MLA877302226-2905117834,,73328.0,True,country,True,,,Philco,PLD50US9A1,"Control remoto,Cable de alimentación",PLD50US9A1,16:9,Negro,14.8 cm,"50 """,LED,7796962985761,3,64.2 cm,"Netflix,Youtube",No,No,No,Sí,Nuevo,,3840 px - 2160 px,16 W,,,,,,4K,BH 2495,Stereo,2,2,220V,9.5 kg,111.3 cm,,,Sí,Sí,Sí,,,Sí,Sí,5,,,,,,,,,,280 cd/m²,4000:1,,,,,,,9.5 ms,,,,,,TUxBQlZJTDM3Mzda,,,,,,Sí,,Sí,,12.0,meses,,,,,,,,,,,,,,,,,
218,MLA908147552,MLA,Smart Tv Frame 55 Qled 4k Cuadros Catalogo + Marco Beige,,284878428,MLA1002,,180498.0,180498.0,,ARS,4,1,1,buy_it_now,gold_special,2021-02-12T13:38:54.000Z,2041-02-07T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-908147552-smart-tv-frame-55-qled-4k-cuadros-catalogo-marco-beige-_JM,834537-MLA44876767485_022021,http://http2.mlstatic.com/D_834537-MLA44876767485_022021-I.jpg,https://http2.mlstatic.com/D_834537-MLA44876767485_022021-I.jpg,,True,[],me2,"['self_service_out', 'mandatory_free_shipping']",,True,True,drop_off,False,none,Munro,AR-B,Buenos Aires,AR,Argentina,TUxBQk1VTjY1MDNa,Munro,TUxBQ1ZJQ2E3MTQz,Vicente López,TUxBUEdSQWU4ZDkz,Bs.As. G.B.A. Norte,1154195754,,[],[],,[],active,[],"['good_quality_thumbnail', 'brand_verified', 'catalog_product_candidate', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA17325853,MLA-TELEVISIONS,,,[],False,2021-02-12T13:38:54.000Z,2021-03-08T13:03:10.000Z,0.8,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,,,,,,,,,,,,MLA908147552-3232143528,,73328.0,True,country,True,,,Samsung,QN55LS03RAGXZBX,"Control remoto,Cable de alimentación",QN55LS03RAGXZBX,16:9,Beige,,"55 """,QLED,"7798243634146,8806090126048",4,,,No,No,No,Sí,Nuevo,The Frame,3840 px - 2160 px,40 W,,,,,,4K,QN55LS03RAGXZBX,,,3,,,,,,Sí,Sí,Sí,,,Sí,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,MLA896106117,MLA,Smart Tv Samsung 58 Un58tu7000 Crystal Uhd 4k Techcel Cuotas,,243450833,MLA1002,,96999.0,96999.0,,ARS,6,1,3,buy_it_now,gold_pro,2020-11-06T20:32:04.000Z,2040-11-01T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-896106117-smart-tv-samsung-58-un58tu7000-crystal-uhd-4k-techcel-cuotas-_JM,677238-MLA43468318810_092020,http://http2.mlstatic.com/D_677238-MLA43468318810_092020-I.jpg,https://http2.mlstatic.com/D_677238-MLA43468318810_092020-I.jpg,,True,[],not_specified,[],,False,False,not_specified,False,none,Béccar,AR-B,Buenos Aires,AR,Argentina,TUxBQkLJQzIzNTRa,Béccar,TUxBQ1NBTjg4ZmJk,San Isidro,TUxBUEdSQWU4ZDkz,Bs.As. G.B.A. Norte,236346924,,[],[],,[],active,[],"['good_quality_thumbnail', 'loyalty_discount_eligible', 'ahora-12', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA16058444,MLA-TELEVISIONS,,,[],False,2020-11-06T20:32:04.000Z,2021-03-11T17:17:40.763Z,1,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,INVOICE,Facturación,6891885,Factura A,,,,,,,,MLA896106117-3028210352,,,,,,,,Samsung,UN58TU7000,"Control remoto,Baterías,Cable de alimentación",UN58TU7000FXZX,16:9,Gris,5.99 cm,"58 """,LED,8806090484452,2,74.86 cm,"Youtube,Netflix,Web browser",,,,Sí,Nuevo,Series 7,3840 px - 2160 px,20 W,Tizen,,,,,4K,un58tu7000,Dolby digital plus,2,1,100V/240V,15.2 kg,129.1 cm,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,7,,Google Assistant,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Sí,[],,,,,,,,,,,,,,,,,,,
220,MLA867051225,MLA,Samsung 65  Q80t Qled 4k Uhd Hdr Smart Tv (2020) _1,,470817630,MLA1002,,627750.0,627750.0,,ARS,3,1,2,buy_it_now,gold_special,2020-07-08T15:20:51.000Z,2040-07-03T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-867051225-samsung-65-q80t-qled-4k-uhd-hdr-smart-tv-2020-1-_JM,943001-MLA42556246810_072020,http://http2.mlstatic.com/D_943001-MLA42556246810_072020-I.jpg,https://http2.mlstatic.com/D_943001-MLA42556246810_072020-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Saavedra,AR-C,Capital Federal,AR,Argentina,TUxBQlNBQTM3Mzda,Saavedra,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,1064928550,,[],[],,[],active,[],"['catalog_product_candidate', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 6 meses,,MLA-TELEVISIONS,,,[],False,2020-07-08T15:20:51.000Z,2021-03-09T16:51:13.000Z,0.71,False,WARRANTY_TIME,Tiempo de garantía,,6 meses,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,MANUFACTURING_TIME,Disponibilidad de stock,,2 días,,,,,,,,MLA867051225-2778340177,,,,,,,,Samsung,"65"" Q80T QLED",,,,Negro,,"65 """,QLED,7791537003116,,,,No,No,No,Sí,Nuevo,Q80T,,,,,,,,UHD,7791537003116,Surround,,,,36.7 kg,,Sí,Sí,Sí,Sí,,,,Sí,Sí,1,,Google Assistant,,6.0,meses,,,,,,,,,,,,,,,,,,,TUxBQlNBQTM3Mzda,2.0,días,,,,,Sí,,[],,,,10 días,,,,,,,,,,,,,,,
221,MLA870235322,MLA,Smart Tv Curvo Samsung 49ru7300 Uhd 4k Hdr Wifi Hdmi,,47277478,MLA1002,,93528.37,93528.37,,ARS,4,1,1,buy_it_now,gold_pro,2020-07-26T16:36:24.000Z,2040-07-21T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-870235322-smart-tv-curvo-samsung-49ru7300-uhd-4k-hdr-wifi-hdmi-_JM,652500-MLA44143350795_112020,http://http2.mlstatic.com/D_652500-MLA44143350795_112020-I.jpg,https://http2.mlstatic.com/D_652500-MLA44143350795_112020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,cross_docking,False,none,Recoleta,AR-C,Capital Federal,AR,Argentina,TUxBQlJFQzkyMTVa,Recoleta,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,130561754,,[],[],,[],active,[],"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'ahora-12', 'brand_verified', 'immediate_payment']",Garantía de fábrica: 1 años,MLA16064816,MLA-TELEVISIONS,,,[],False,2020-07-26T16:36:24.000Z,2021-03-10T10:51:40.642Z,1,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,INVOICE,Facturación,6891885,Factura A,,,WARRANTY_TIME,Tiempo de garantía,,1 años,,,,,,,,MLA870235322-2817083878,,73328.0,True,country,True,,,Samsung,UN49RU7300,"Control remoto,Cable de alimentación",UN49RU7300FXZX,16:9,Negro,9.57 cm,"49 """,LED,,3,63.85 cm,"Youtube,Netflix,Web browser",No,Sí,No,Sí,Nuevo,Series 7,3840 px - 2160 px,20 W,,,,,,4K,,Dolby digital plus,2,2,220V,13.3 kg,110.15 cm,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,6,,Bixby,Sí,,,,,,,,,,,,,,,,,,,,,,1.0,años,,,,,,,,,,,,,,,,,,,,,,,,,,
222,MLA885019254,MLA,Televisor Samsung Tv Smart 58 4k Crystal Uhd Un58tu7000gczb,,172753273,MLA1002,,94999.0,94999.0,,ARS,4,1,2,buy_it_now,gold_pro,2020-10-22T19:55:14.000Z,2040-10-17T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-885019254-televisor-samsung-tv-smart-58-4k-crystal-uhd-un58tu7000gczb-_JM,613463-MLA43836169052_102020,http://http2.mlstatic.com/D_613463-MLA43836169052_102020-I.jpg,https://http2.mlstatic.com/D_613463-MLA43836169052_102020-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Belgrano,AR-C,Capital Federal,AR,Argentina,TUxBQkJFTDcyNTJa,Belgrano,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,1023206666,,[],[],,[],active,[],"['ahora-12', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 12 meses,,MLA-TELEVISIONS,,,[],False,2020-10-22T19:55:14.000Z,2021-03-11T15:37:09.000Z,1,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,INVOICE,Facturación,6891885,Factura A,,,,,,,,MLA885019254-2998154276,,,,,,,,Samsung,UN58TU7000,,UN58TU7000GCZB,,Negro,59.9 mm,"58 """,LED,8806090484452,,748.6 mm,,No,No,No,Sí,Nuevo,Series 7,,,,,,,,4K,UN58TU7000GCZB,,,,,21.3 kg,1291 mm,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,4,,,,12.0,meses,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
